__time,/dwm1001/id_458E/pose_kf/header/seq,/dwm1001/id_458E/pose_kf/header/stamp,/dwm1001/id_458E/pose_kf/pose/orientation/pitch_deg,/dwm1001/id_458E/pose_kf/pose/orientation/roll_deg,/dwm1001/id_458E/pose_kf/pose/orientation/w,/dwm1001/id_458E/pose_kf/pose/orientation/x,/dwm1001/id_458E/pose_kf/pose/orientation/y,/dwm1001/id_458E/pose_kf/pose/orientation/yaw_deg,/dwm1001/id_458E/pose_kf/pose/orientation/z,/dwm1001/id_458E/pose_kf/pose/position/x,/dwm1001/id_458E/pose_kf/pose/position/y,/dwm1001/id_458E/pose_kf/pose/position/z
1649933346.013055,1222.000000,1649933346.012952,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.382518,2.353258,-0.624027
1649933346.113152,1223.000000,1649933346.113046,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.383495,2.355021,-0.619480
1649933346.213457,1224.000000,1649933346.213243,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.384406,2.356687,-0.617518
1649933346.313284,1225.000000,1649933346.313122,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.384163,2.357164,-0.620460
1649933346.413179,1226.000000,1649933346.413031,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.383920,2.357607,-0.620038
1649933346.513588,1227.000000,1649933346.513438,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.384770,2.355836,-0.624456
1649933346.613143,1228.000000,1649933346.612957,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.385560,2.355249,-0.622220
1649933346.713238,1229.000000,1649933346.713077,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.386291,2.353603,-0.626506
1649933346.813147,1230.000000,1649933346.813005,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.386966,2.350960,-0.628175
1649933346.913156,1231.000000,1649933346.913029,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.385406,2.348473,-0.629750
1649933347.013533,1232.000000,1649933347.013314,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.385009,2.346141,-0.631232
1649933347.113427,1233.000000,1649933347.113291,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.384624,2.345053,-0.627786
1649933347.213466,1234.000000,1649933347.213255,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.385343,2.344051,-0.624455
1649933347.313447,1235.000000,1649933347.313314,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.386012,2.344223,-0.618017
1649933347.413384,1236.000000,1649933347.413216,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.386634,2.345504,-0.607801
1649933347.513388,1237.000000,1649933347.513244,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.388299,2.344555,-0.604461
1649933347.613609,1238.000000,1649933347.613420,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.389856,2.345861,-0.594016
1649933347.713512,1239.000000,1649933347.713310,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.390217,2.346024,-0.588059
