__time,/dwm1001/id_458E/pose_kf/header/seq,/dwm1001/id_458E/pose_kf/header/stamp,/dwm1001/id_458E/pose_kf/pose/orientation/pitch_deg,/dwm1001/id_458E/pose_kf/pose/orientation/roll_deg,/dwm1001/id_458E/pose_kf/pose/orientation/w,/dwm1001/id_458E/pose_kf/pose/orientation/x,/dwm1001/id_458E/pose_kf/pose/orientation/y,/dwm1001/id_458E/pose_kf/pose/orientation/yaw_deg,/dwm1001/id_458E/pose_kf/pose/orientation/z,/dwm1001/id_458E/pose_kf/pose/position/x,/dwm1001/id_458E/pose_kf/pose/position/y,/dwm1001/id_458E/pose_kf/pose/position/z
1649352420.222145,21226.000000,1649352420.222007,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.282537,32.432829,1.184722
1649352420.322241,21227.000000,1649352420.322106,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.281514,32.433788,1.174565
1649352420.422407,21228.000000,1649352420.422272,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.280530,32.433591,1.167862
1649352420.522483,21229.000000,1649352420.522326,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.281768,32.433393,1.171750
1649352420.622526,21230.000000,1649352420.622350,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.282923,32.433196,1.177737
1649352420.722525,21231.000000,1649352420.722439,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.282906,32.435180,1.191382
1649352420.822130,21232.000000,1649352420.821996,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.283963,32.437042,1.208326
1649352420.922017,21233.000000,1649352420.921890,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.282762,32.438782,1.226804
1649352421.022006,21234.000000,1649352421.021904,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.282702,32.439312,1.223344
1649352421.122020,21235.000000,1649352421.121921,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.284812,32.438699,1.223037
1649352421.222140,21236.000000,1649352421.221993,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.286788,32.437007,1.222542
1649352421.322111,21237.000000,1649352421.322012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.288631,32.434303,1.217036
1649352421.422213,21238.000000,1649352421.422060,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.289255,32.433921,1.211577
1649352421.522244,21239.000000,1649352421.522117,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.288725,32.433556,1.211826
1649352421.622385,21240.000000,1649352421.622253,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.290378,32.434299,1.219977
1649352421.722057,21241.000000,1649352421.721954,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.291912,32.434996,1.231673
1649352421.822044,21242.000000,1649352421.821939,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.291149,32.435650,1.239499
1649352421.922260,21243.000000,1649352421.922132,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.291489,32.436259,1.234734
1649352422.022086,21244.000000,1649352422.021969,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.288512,32.435735,1.225160
1649352422.122050,21245.000000,1649352422.121949,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.286770,32.434142,1.222284
1649352422.222941,21246.000000,1649352422.222600,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.284022,32.432633,1.216975
1649352422.322120,21247.000000,1649352422.321980,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.284694,32.430119,1.214185
1649352422.422032,21248.000000,1649352422.421912,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.285326,32.429934,1.218660
1649352422.522318,21249.000000,1649352422.522177,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.285918,32.429769,1.225266
1649352422.622102,21250.000000,1649352422.621965,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.287562,32.429623,1.233911
1649352422.722273,21251.000000,1649352422.722108,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.289105,32.429496,1.240469
1649352422.822356,21252.000000,1649352422.822227,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.289458,32.429385,1.225665
1649352422.922459,21253.000000,1649352422.922343,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.260335,32.424930,1.124261
1649352423.022221,21254.000000,1649352423.022075,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.241599,32.419649,1.047987
1649352423.122114,21255.000000,1649352423.121994,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.229466,32.415786,0.992732
1649352423.222106,21256.000000,1649352423.221991,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.197440,32.426356,0.901281
1649352423.322114,21257.000000,1649352423.321995,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.176134,32.435273,0.846205
1649352423.422054,21258.000000,1649352423.421947,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.163927,32.440416,0.818049
1649352423.522195,21259.000000,1649352423.522052,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.157074,32.443067,0.794785
1649352423.622125,21260.000000,1649352423.621996,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.155284,32.444446,0.770589
1649352423.722123,21261.000000,1649352423.722024,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.158270,32.445708,0.766484
1649352423.823806,21262.000000,1649352423.823558,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.161382,32.445770,0.773578
1649352423.922050,21263.000000,1649352423.921933,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.163496,32.447970,0.769612
1649352424.022153,21264.000000,1649352424.022018,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.167915,32.446734,0.763886
1649352424.122027,21265.000000,1649352424.121919,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.176668,32.442256,0.757268
1649352424.222015,21266.000000,1649352424.221906,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.185117,32.439091,0.740105
1649352424.322498,21267.000000,1649352424.322340,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.193242,32.437179,0.740252
1649352424.422489,21268.000000,1649352424.422338,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.198846,32.436457,0.749732
1649352424.522578,21269.000000,1649352424.522413,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.204223,32.434683,0.766519
1649352424.622746,21270.000000,1649352424.622480,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.211546,32.433011,0.793500
1649352424.722193,21271.000000,1649352424.722053,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.216321,32.432529,0.825362
1649352424.822047,21272.000000,1649352424.821938,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.221940,32.434264,0.861840
1649352424.922032,21273.000000,1649352424.921925,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.227249,32.435909,0.901064
1649352425.021993,21274.000000,1649352425.021896,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.232248,32.437464,0.933978
1649352425.122463,21275.000000,1649352425.122340,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.236939,32.437837,0.968839
1649352425.222107,21276.000000,1649352425.221986,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.242418,32.437093,0.992605
1649352425.322262,21277.000000,1649352425.322158,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.247535,32.436386,1.020200
1649352425.422229,21278.000000,1649352425.422091,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.252299,32.436806,1.052231
1649352425.522056,21279.000000,1649352425.521970,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.256718,32.438290,1.086856
1649352425.622070,21280.000000,1649352425.621967,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.261892,32.440777,1.110208
1649352425.722177,21281.000000,1649352425.722054,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.265588,32.442023,1.119485
1649352425.822088,21282.000000,1649352425.821960,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.270062,32.442093,1.128152
1649352425.922103,21283.000000,1649352425.921981,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.274174,32.441052,1.125743
1649352426.022528,21284.000000,1649352426.022093,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.276846,32.438965,1.126430
1649352426.122158,21285.000000,1649352426.121995,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.279247,32.435895,1.123644
1649352426.223076,21286.000000,1649352426.222076,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.281391,32.432997,1.124798
1649352426.322048,21287.000000,1649352426.321958,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.283293,32.430270,1.131352
1649352426.422220,21288.000000,1649352426.422115,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.283876,32.428804,1.145506
1649352426.522184,21289.000000,1649352426.522083,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.285398,32.427442,1.138710
1649352426.622225,21290.000000,1649352426.622066,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.285631,32.424001,1.144896
1649352426.722249,21291.000000,1649352426.722129,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.286829,32.421874,1.157086
1649352426.823152,21292.000000,1649352426.822887,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.286764,32.419905,1.170993
1649352426.922222,21293.000000,1649352426.922058,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.286601,32.418088,1.187340
1649352427.022345,21294.000000,1649352427.022156,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.287441,32.416418,1.208430
1649352427.122530,21295.000000,1649352427.122384,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.288143,32.414890,1.230820
1649352427.222397,21296.000000,1649352427.222279,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.289807,32.414589,1.253625
1649352427.322335,21297.000000,1649352427.322193,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.290201,32.415444,1.274382
1649352427.422348,21298.000000,1649352427.422202,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.292668,32.415208,1.287507
1649352427.522453,21299.000000,1649352427.522286,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.296003,32.416117,1.302171
1649352427.622440,21300.000000,1649352427.622297,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.296881,32.417015,1.316688
1649352427.722433,21301.000000,1649352427.722302,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.296530,32.417897,1.309282
1649352427.822290,21302.000000,1649352427.822167,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.295023,32.423120,1.305057
1649352427.922456,21303.000000,1649352427.922335,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.292433,32.428069,1.308746
1649352428.022129,21304.000000,1649352428.021967,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.291011,32.432742,1.315198
1649352428.122086,21305.000000,1649352428.121962,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.290702,32.434959,1.313820
1649352428.222195,21306.000000,1649352428.222064,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.292541,32.435939,1.315426
