rosbagTimestamp,secs,nsecs,x,y
1653580216007623700,1653580216,6440639,-7.049205672099887,18.12497321210151
1653580216105973200,1653580216,105254650,-7.024817509038042,18.59785298636518
1653580216205956600,1653580216,205264568,-7.001149840716081,19.080102426880188
1653580216305998300,1653580216,305186986,-6.97821011226628,19.56619833161329
1653580216407941400,1653580216,407281398,-6.954909991651537,20.05639574981634
1653580216505984e3,1653580216,505480766,-6.932399926849827,20.552049422714198
1653580216606507300,1653580216,605682134,-6.910672493689183,21.05554827694979
1653580216706303200,1653580216,705481767,-6.888625767994519,21.56588901435171
1653580216806336300,1653580216,805490970,-6.868488213687121,22.081044296160417
1653580216905984800,1653580216,905384540,-6.846907223654796,22.60129538706984
1653580217006271500,1653580217,5510091,-6.823987209463114,23.12692374379029
1653580217106298e3,1653580217,105552673,-6.8009200085451,23.65820922298381
1653580217206422300,1653580217,205479145,-6.777740970943517,24.196518879315914
1653580217310300200,1653580217,309431314,-6.755572680587171,24.737700435876135
1653580217405821700,1653580217,405211925,-6.7343814987592765,25.284389827940945
1653580217509790700,1653580217,508873224,-6.714131305989368,25.834728156143054
1653580217606768400,1653580217,606093168,-6.696964769128082,26.38915409303925
1653580217708386600,1653580217,707217216,-6.681626217761982,26.945914914723566
1653580217808037e3,1653580217,807015895,-6.670193621614229,27.50228100702707
1653580217907109e3,1653580217,906280755,-6.6591677238346945,28.058968172224784
1653580218007687200,1653580218,6613254,-6.648510634342504,28.613403915431117
1653580218107868200,1653580218,106482028,-6.638186273726742,29.167546094444486
1653580218205696300,1653580218,205136537,-6.625979633563723,29.7189052483419
1653580218306056200,1653580218,305331945,-6.614164755429902,30.26951656021678
1653580218408440800,1653580218,407372951,-6.602710342710164,30.815871937007856
1653580218506187e3,1653580218,505469322,-6.593767012304905,31.360135725831586
1653580218605900300,1653580218,605218648,-6.586089780032968,31.900013754260115
1653580218705374200,1653580218,705008268,-6.579588903150143,32.43663490084051
1653580218806464300,1653580218,805738210,-6.574177021851381,32.96999799010198
1653580218907106800,1653580218,906384229,-6.568679064525524,33.497941707491194
1653580219009073200,1653580219,8403539,-6.561985702044968,34.01953903774831
1653580219106630400,1653580219,105855703,-6.557414698575928,34.53721220871252
1653580219208072700,1653580219,206959009,-6.553735941912109,35.04890834161391
1653580219307699e3,1653580219,306905746,-6.550875292207563,35.5581620811156
1653580219407625e3,1653580219,406717777,-6.549851930239307,36.06396527188811
1653580219506823200,1653580219,506099224,-6.559257965024394,36.56646885710973
1653580219608873200,1653580219,607423543,-6.5773729615483285,37.066918469474956
1653580219707920400,1653580219,706653594,-6.605817502113658,37.565409387401296
1653580219805937700,1653580219,805150508,-6.639554008799583,38.059858056516646
1653580219907815e3,1653580219,906790256,-6.6792611071281565,38.552669230976974
1653580220009246e3,1653580220,7882356,-6.725568782264124,39.04176007429869
1653580220106674400,1653580220,105941295,-6.775788564434887,39.52844356986816
1653580220206368e3,1653580220,205737590,-6.829555427642393,40.00960607273566
1653580220308217e3,1653580220,307184219,-6.887612211628616,40.483409790187544
1653580220406209500,1653580220,405393123,-6.95065668994484,40.95031854130395
1653580220506684e3,1653580220,505902528,-7.018251708364423,41.41187934376221
1653580220606108700,1653580220,605591058,-7.091069528667851,41.86738634182152
1653580220709846300,1653580220,708363294,-7.1708295564442235,42.31836658216159
1653580220805722400,1653580220,805141210,-7.256965115646339,42.76845278670367
1653580220905730800,1653580220,905323028,-7.348931200296361,43.215624055162444
1653580221006065200,1653580221,5385637,-7.449476695114635,43.65906271628363
1653580221107293200,1653580221,106351852,-7.556824005792948,44.09800081750091
1653580221206801e3,1653580221,206006765,-7.6692836351001406,44.53062915155113
1653580221308384e3,1653580221,307425260,-7.787435977728074,44.959611174163626
1653580221408763400,1653580221,406965970,-7.896559862546773,45.33949179717017
1653580221507543800,1653580221,506757259,-8.016579976566659,45.72775371262052
1653580221607078400,1653580221,606315612,-8.146685648151665,46.119824634854794
1653580221706200800,1653580221,705518007,-8.285000749850113,46.514626309458556
1653580221808972300,1653580221,807780265,-8.42864875282773,46.906756403622616
1653580221907480300,1653580221,906591653,-8.579268906327215,47.29110382224887
1653580222010129400,1653580222,9003400,-8.735132545012952,47.66939142237662
1653580222107118600,1653580222,106414794,-8.895693956264457,48.04107449396865
1653580222206693400,1653580222,205929756,-9.05934698472909,48.40891750852326
1653580222307994600,1653580222,307144165,-9.22566861056566,48.77771429183764
1653580222406786600,1653580222,405994176,-9.393174761994326,49.148710511267325
1653580222507463700,1653580222,506551027,-9.563743961017341,49.52524586454281
1653580222607654400,1653580222,606702804,-9.736975708647615,49.89191328025264
1653580222707689e3,1653580222,706764459,-9.911406036383234,50.25815522828118
1653580222806804e3,1653580222,806069135,-10.085660135101353,50.6198060650995
1.6535802229088481e+18,1653580222,907250642,-10.26281282311669,50.9892873140836
1653580223008574e3,1653580223,7657766,-10.438141494284924,51.352139767652695
1653580223107134700,1653580223,106466054,-10.613740565378375,51.70996987292183
1653580223209988900,1653580223,208512783,-10.78832908004421,52.06212267458229
1653580223308543500,1653580223,307511329,-10.958528418128964,52.4090778157841
1653580223407145200,1653580223,406248092,-11.12661912058091,52.752385732176194
1653580223507241e3,1653580223,506453275,-11.288229877195572,53.09678483434369
1653580223606185500,1653580223,605625867,-11.444707009716195,53.43256670565527
1653580223706528e3,1653580223,705714464,-11.608249117086014,53.75165978620867
1653580223805974e3,1653580223,805454254,-11.762022422022339,54.07482422779824
1653580223906689e3,1653580223,905555248,-11.913044318709924,54.393313595590065
1653580224006746e3,1653580224,5953073,-12.059238835166884,54.70431307732933
1653580224105693e3,1653580224,105319499,-12.197570498558289,55.01716736486625
1653580224206739700,1653580224,206008672,-12.330647439758238,55.32979011837573
1653580224305667e3,1653580224,305210828,-12.458771554593978,55.63474616873745
1653580224419394e3,1653580224,417194604,-12.578971833439894,55.94028420545472
1653580224506740700,1653580224,505929470,-12.692823840514556,56.24219609044489
1653580224606994400,1653580224,606361627,-12.796382294766532,56.543045952059835
1653580224705850600,1653580224,705300569,-12.887035552902791,56.84307009810379
1653580224806222800,1653580224,805404424,-12.961258783793282,57.14248426573553
1653580224905611300,1653580224,905229568,-13.020124717882464,57.44039412224324
1653580225007714e3,1653580225,6722927,-13.071228063723797,57.73594939061262
1653580225106594e3,1653580225,106008291,-13.106496440307971,58.03488670417692
1653580225207624200,1653580225,206873416,-13.12814735605273,58.33170668975076
1653580225308625e3,1653580225,307431459,-13.130672451160025,58.62775061310226
1653580225406850800,1653580225,405989408,-13.115449087134374,58.923190916508766
1653580225505962e3,1653580225,505297183,-13.082725741488218,59.216004268528565
1653580225606623e3,1653580225,606037616,-13.03059022410379,59.50536901963426
1653580225705862100,1653580225,705341100,-12.96054337485913,59.78942150095531
1653580225805545200,1653580225,805106163,-12.877306249235172,60.06749921412333
1653580225905602800,1653580225,905193328,-12.776633833120094,60.33680579964119
1653580226006378800,1653580226,5416870,-12.653448677068816,60.60016814468478
1653580226106024400,1653580226,105295896,-12.517166072567735,60.851545079612734
1653580226205884700,1653580226,205210447,-12.363612975200194,61.09288470491267
1.6535802263066721e+18,1653580226,305969715,-12.196498097876741,61.32168725373546
1653580226406151200,1653580226,405512332,-12.013885032720248,61.53670602537412
1653580226506074600,1653580226,505496978,-11.81504764363504,61.73897190980729
1653580226605588500,1653580226,605159521,-11.598224827384488,61.93057402531059
1653580226706745300,1653580226,705795526,-11.354139211908123,62.11677488109766
1653580226806071800,1653580226,805361270,-11.094784609142012,62.29164502131126
1653580226907474200,1653580226,906399965,-10.816244087146442,62.458318343959796
1653580227005962200,1653580227,5254745,-10.556268522391859,62.601227927281286
165358022710625e4,1653580227,105574131,-10.314469573172072,62.722065643318764
1653580227207181300,1653580227,206528663,-10.090386861661944,62.82247777700591
1653580227307994e3,1653580227,307348012,-9.883498725652668,62.904059637309814
1653580227406954200,1653580227,406402111,-9.638712951389916,62.96507992281249
1653580227506502700,1653580227,505894899,-9.37164046391555,63.00502710184662
1653580227606036200,1653580227,605452537,-9.087271905238794,63.02236178748415
1653580227706023e3,1653580227,705514669,-8.793622520162724,63.01784672698107
1653580227805987600,1653580227,805457115,-8.488456086363158,62.993326450549674
1653580227908695800,1653580227,908054590,-8.169663907777696,62.9483894815403
1653580228006903e3,1653580228,6127595,-7.8428968712726395,62.883762216857704
1653580228106957300,1653580228,106300115,-7.512401207260527,62.80124321113818
1653580228206307800,1653580228,205434560,-7.209432004521527,62.715632110775495
1653580228305635600,1653580228,304901838,-6.932894319518925,62.62780479946987
1653580228405919700,1653580228,405002593,-6.681646273610056,62.53855560189672
1653580228506267400,1653580228,505051136,-6.4545113562976155,62.448601178316885
1653580228607084e3,1653580228,606208086,-6.250289604881822,62.358584483244755
1653580228706692e3,1653580228,706058740,-6.020881172995394,62.226553755170706
165358022880587e4,1653580228,805315494,-5.814656651260616,62.09799181315451
1653580228906987e3,1653580228,906310319,-5.585680043927336,61.93516596750941
1653580229005656e3,1653580229,5183458,-5.349468074813082,61.741724852283454
1653580229105623800,1653580229,105125665,-5.111986054177063,61.52226522512255
1653580229206008800,1653580229,205340862,-4.871238779439676,61.2931664328437
1653580229307789600,1653580229,306923627,-4.6340663719727795,61.047002475703785
1653580229406819600,1653580229,406104326,-4.402556645648932,60.786574504239205
1653580229506957600,1653580229,506325483,-4.186292675522463,60.51125976848363
1653580229608151600,1653580229,606848716,-3.982288789097991,60.23137509246214
1653580229706633200,1653580229,705980062,-3.793133786657732,59.94465031319158
1653580229805860900,1653580229,805294036,-3.6277718392285188,59.64564591016106
1653580229906225700,1653580229,905215501,-3.4869557882419526,59.33902865078223
1653580230005510100,1653580230,5112409,-3.373508549702609,59.02265082452204
1653580230106253800,1653580230,105411767,-3.278030486598999,58.702104235382365
1653580230205567500,1653580230,205121278,-3.2024971651947185,58.379377753248626
1653580230306513700,1653580230,305692434,-3.1443704753639508,58.0574104139547
1653580230408672800,1653580230,407502889,-3.1077589042907423,57.73567070872288
1653580230508102700,1653580230,507423162,-3.0888695108228554,57.415801493354614
1653580230606716200,1653580230,606047630,-3.086266324576387,57.1004080305301
1653580230705849900,1653580230,705206155,-3.095296312744379,56.79081881414363
1653580230808209400,1653580230,807252645,-3.1159133548519433,56.488243883846174
1653580230907283500,1653580230,906542062,-3.1437048338730573,56.19378012667679
1653580231008163800,1653580231,6685733,-3.181047657408207,55.90732632800584
1653580231107079200,1653580231,106114864,-3.2301882363103998,55.62438036651222
1653580231206605800,1653580231,206019401,-3.292152193177984,55.348289935258904
1653580231306727700,1653580231,306086301,-3.368988863393266,55.07564103373955
1653580231407392500,1653580231,406658887,-3.456077009830465,54.80754301930434
1653580231506035e3,1653580231,505345344,-3.5534075353796784,54.54501857640843
1653580231606323e3,1653580231,605264663,-3.652247732492323,54.29227788575859
1653580231706132700,1653580231,705329179,-3.753090181646877,54.04562950621965
1653580231806572500,1653580231,805989265,-3.8586048499570422,53.802647771664034
1653580231906285e3,1653580231,905541419,-3.9702395713422964,53.56320334865609
1653580232005797600,1653580232,5258321,-4.085010114141219,53.32715874677796
1653580232106550800,1653580232,105691671,-4.200112055547446,53.096550842530334
1653580232205935400,1653580232,205345392,-4.315099592255613,52.87001490334087
1653580232306345700,1653580232,305577754,-4.429576250584602,52.64842722337144
1653580232407354400,1653580232,406111478,-4.544282387191642,52.42714841297156
1653580232507665200,1653580232,506912708,-4.658848729867815,52.20942399460134
1.6535802326062561e+18,1653580232,605490684,-4.772947150962481,51.992860095450375
1653580232706648600,1653580232,705592870,-4.883017091926975,51.78282340226554
1653580232807167200,1653580232,806282997,-4.987903569905435,51.57782668065049
1653580232909846300,1653580232,908961296,-5.088727999780989,51.37754060431876
1653580233006749700,1653580233,5857944,-5.187668392216533,51.1816421134576
1653580233106870800,1653580233,106330633,-5.286802980996922,50.98763499507773
1653580233208443100,1653580233,207600116,-5.384836870877546,50.7953382324912
1653580233307363e3,1653580233,306512117,-5.479469974573404,50.60567016865012
1653580233407218700,1653580233,406350374,-5.572910087200943,50.414043474096964
1653580233506572500,1653580233,505933046,-5.665076861500475,50.22376432365943
1653580233607668700,1653580233,606598615,-5.7548163392684035,50.03250677052367
1653580233706872800,1653580233,706074476,-5.8410527352498125,49.84025955729861
1653580233805897200,1653580233,805442810,-5.922786682892628,49.64810926637676
1653580233905965800,1653580233,905347824,-5.99473165192558,49.4603574720744
1653580234009661e3,1653580234,8742570,-6.06064758778222,49.2734280493381
1653580234106960400,1653580234,106265783,-6.123020793094887,49.08503123647302
1653580234206637800,1653580234,205940961,-6.182033846334083,48.89519109269697
1653580234306003500,1653580234,305420398,-6.236780177737401,48.700666982389535
1653580234406408200,1653580234,405821084,-6.2853256059749425,48.50495462508405
1653580234506250500,1653580234,505729675,-6.331311939283052,48.30591290802517
1653580234609970400,1653580234,607686042,-6.372736850679967,48.10480043241026
1653580234705796400,1653580234,705331563,-6.412080731811627,47.89954336743414
1653580234806299400,1653580234,805780172,-6.4506020812642335,47.68928462064569
1653580234909995300,1653580234,908052206,-6.484038352783613,47.47650025656673
1653580235007109600,1653580235,6312847,-6.511643225812272,47.26680925471796
1653580235109359400,1653580235,108389139,-6.5338159102533835,47.05788038742415
1653580235206501e3,1653580235,205612897,-6.553127039289764,46.84750597025348
1653580235306532e3,1653580235,305730819,-6.568739655582324,46.63687343731733
1653580235406083800,1653580235,405233860,-6.580958793501171,46.427105298157116
1653580235506508800,1653580235,505721330,-6.5889871964932425,46.21925915338455
1653580235605447200,1653580235,604871273,-6.5942587528607515,46.03395504065831
1653580235706769700,1653580235,705302000,-6.597040892512447,45.86990107780797
1653580235807411e3,1653580235,806638002,-6.595406781118435,45.69201060236863
1653580235909110800,1653580235,908094644,-6.5897223885668925,45.503141767828005
1653580236007266300,1653580236,6572246,-6.580339267225508,45.30385524777382
1653580236106509800,1653580236,105895519,-6.567593911786136,45.09689690564379
1653580236208270800,1653580236,207330465,-6.552897668308484,44.88379694645148
165358023630666e4,1653580236,306054353,-6.536492810760793,44.663839529350255
1653580236405478700,1653580236,404776096,-6.5196963323988895,44.46689786257752
1653580236506578700,1653580236,506012678,-6.500475861156624,44.25789971832834
1653580236606284300,1653580236,605674266,-6.480181184785066,44.039704909559525
1653580236706630700,1653580236,705878496,-6.458994214449597,43.81177399203794
1653580236806721300,1653580236,806051731,-6.4359922563113034,43.57689583503963
1653580236907116800,1653580236,906286478,-6.411392104326851,43.3344536312449
165358023700796e4,1653580237,7257938,-6.386487355198578,43.08497288493606
1653580237105697300,1653580237,105123043,-6.359224243815755,42.83332763034856
1653580237205691600,1653580237,205132246,-6.333113853842224,42.57758346597561
1653580237306148400,1653580237,305646657,-6.306014030319631,42.31700723805917
1653580237405941e3,1653580237,405289649,-6.276986952100978,42.04982282979446
1653580237506081e3,1653580237,505216836,-6.246236641757108,41.77654428777858
1653580237605842e3,1653580237,605297327,-6.216136488651161,41.4976679564177
1.6535802377067041e+18,1653580237,706156015,-6.186742085216621,41.21476166943555
1653580237809067500,1653580237,808033466,-6.15918890573405,40.928220208274276
1653580237906812200,1653580237,906300067,-6.134539954982946,40.63732779849328
1653580238007723e3,1653580238,6203651,-6.111606211728746,40.341411164714735
1653580238107155700,1653580238,106280803,-6.090344967941829,40.039839133322566
1653580238208566300,1653580238,207694292,-6.070707647844283,39.73093162890438
1653580238306267400,1653580238,305670976,-6.051550368750007,39.41638322853472
1653580238406401e3,1653580238,405791759,-6.0350591811809355,39.095621389654426
1653580238506510800,1653580238,505792856,-6.018929310876841,38.76920255574875
1653580238606012200,1653580238,605353355,-6.0031599338986394,38.434386940498634
1653580238705826e3,1653580238,705189943,-5.988838432309523,38.09077832601873
1653580238806870800,1653580238,806055068,-5.974806668516847,37.74237764067407
1653580238907211800,1653580238,906478643,-5.962148805349605,37.386426186546636
1653580239006477800,1653580239,5994796,-5.950794687147372,37.02250557252598
1653580239107621600,1653580239,106802940,-5.939583219172973,36.65023024872326
1653580239208152800,1653580239,207351446,-5.929596855133845,36.27033673631511
165358023930635e4,1653580239,305691957,-5.917493699012116,35.88789072502216
1653580239405915400,1653580239,405385017,-5.901211173499984,35.50440216644953
1653580239507593500,1653580239,505678892,-5.884263970015676,35.11692431845069
1653580239605994200,1653580239,605402469,-5.866705353639268,34.724848838358
1653580239707869200,1653580239,706717491,-5.851857782888142,34.330870874611726
1653580239806695200,1653580239,805996894,-5.838491623603912,33.932077603722824
1653580239908460800,1653580239,907440900,-5.824348685128708,33.528986485782546
1653580240007815200,1653580240,6613731,-5.813838348015722,33.12317598760851
1653580240106734300,1653580240,106011152,-5.810027665846954,32.71395173259637
1.6535802402066079e+18,1653580240,205949783,-5.810343964656104,32.30283438182201
1653580240307506400,1653580240,306711196,-5.813433651269744,31.886892087126505
1653580240409349400,1653580240,408418655,-5.819100731561406,31.46771580363734
1653580240507109600,1653580240,506637811,-5.82606397884973,31.04680628892766
1653580240606562300,1653580240,605598211,-5.834201170502013,30.62230334024461
165358024070559e4,1653580240,705209255,-5.8444864081975725,30.19353673124959
1653580240807259600,1653580240,806438207,-5.856746604546831,29.764234757466173
1653580240905611500,1653580240,905170679,-5.869724732843176,29.332459413997263
1653580241005625900,1653580241,5165815,-5.876781462507481,28.896373722894666
1653580241106757400,1653580241,105871915,-5.880384181173784,28.45751343084995
1653580241207075e3,1653580241,206275224,-5.879607671845841,28.014056062114168
1653580241306355700,1653580241,305821895,-5.8768633857702834,27.566461703941687
1653580241406422500,1653580241,405603170,-5.870076531685536,27.115166309284
165358024150583e4,1653580241,505278825,-5.860569288706816,26.661671969672177
1.6535802416069919e+18,1653580241,605875968,-5.845238174804511,26.207393755394808
1653580241706287400,1653580241,705569028,-5.826617896538078,25.75038914559204
1653580241805592300,1653580241,805209398,-5.802751793507391,25.290999500274246
1653580241905844500,1653580241,905343055,-5.772894097348344,24.830634351078388
1653580242010040600,1653580242,8076906,-5.737445518006738,24.36843783293131
1653580242107051300,1653580242,106219768,-5.7022501776972785,23.90904792330656
1653580242206642400,1653580242,205897808,-5.6586530064546094,23.452469390657345
1653580242307662e3,1653580242,306790828,-5.6093959692554085,22.995417638360273
1653580242406246400,1653580242,405585050,-5.552721983132043,22.539141952058785
1653580242507209500,1653580242,506491899,-5.4902575270941965,22.084813440816887
1653580242608918800,1653580242,607838153,-5.422460711696718,21.634616576558873
1653580242708215300,1653580242,707073450,-5.3497732508528,21.185145571584826
1653580242806768600,1653580242,806035041,-5.2715290854740475,20.738624574129663
1653580242907031e3,1653580242,906379938,-5.188197206773997,20.29714250550212
1.6535802430064159e+18,1653580243,5689144,-5.09913709878207,19.858293121454786
1653580243107172400,1653580243,106364011,-5.004841590004076,19.42524205305206
1653580243209651700,1653580243,207973003,-4.904692331935423,18.99769089623369
1653580243305902e3,1653580243,305373668,-4.802473847234703,18.57315840578379
1653580243405951e3,1653580243,405393362,-4.695217494734472,18.154740960914452
1653580243505915400,1653580243,505414724,-4.592115480783155,17.726811078723692
1653580243609378e3,1653580243,608084678,-4.4931119058169875,17.29097992136675
1653580243707103700,1653580243,705875873,-4.397040790513275,16.850976389302325
1653580243807449e3,1653580243,806779623,-4.2973299886131056,16.419060903651662
1653580243905933800,1653580243,905343055,-4.181227003213809,15.989352176852572
1653580244006638600,1653580244,6058692,-4.073790953286172,15.550829762315919
1653580244106244400,1653580244,105530738,-3.9681476391455224,15.108366441357795
1653580244205779700,1653580244,205250978,-3.8675970308639696,14.66658018240244
1653580244306766600,1653580244,305993318,-3.7610610090347913,14.223290557956311
1653580244408235300,1653580244,407094001,-3.663156634976311,13.777528881544086
1653580244507231700,1653580244,506596803,-3.5560497301414102,13.334927027390437
1653580244606680800,1653580244,606163501,-3.442528725176674,12.89534560757881
1653580244706067500,1653580244,705461502,-3.3296057595718387,12.445556810372183
1653580244807386400,1653580244,806787252,-3.2184502564184916,11.992711193969821
1653580244910208e3,1653580244,909325361,-3.109065547097406,11.538124506200816
1653580245007275500,1653580245,6383180,-3.0014434566358057,11.083042911013864
1653580245107070200,1653580245,106277704,-2.897746379072868,10.630823503326933
1653580245210143200,1653580245,209277391,-2.8021828489586746,10.181356942233009
1653580245306008300,1653580245,305394649,-2.707799188836614,9.736709255591993
1653580245405829e3,1653580245,405364751,-2.6178284137322234,9.2966359560017
1653580245505625e3,1653580245,505202531,-2.530950489582159,8.86307119855409
1653580245607325e3,1653580245,606418848,-2.4491780811325174,8.432371215750734
1653580245708139800,1653580245,706977128,-2.3711269681031677,8.007625050034012
1653580245805845800,1653580245,805254220,-2.2998390578103898,7.5851939273693905
1653580245907443700,1653580245,906631946,-2.233809256687863,7.163813259913814
1653580246013397500,1653580246,11049270,-2.175962107868784,6.744467580438106
1653580246106282e3,1653580246,105676174,-2.123588633975466,6.328084191340217
1653580246205922600,1653580246,205385684,-2.077386095661113,5.916623954349192
1653580246305666300,1653580246,305267810,-2.0358190512802,5.5086576422518085
1653580246407024400,1653580246,406098127,-1.9985177690049358,5.102826955121385
1653580246508808e3,1653580246,507733345,-1.9629452194758588,4.697845333912764
1653580246608093400,1653580246,606444597,-1.9267042743474323,4.2979501571180325
1653580246705738500,1653580246,705121278,-1.894079844009993,3.8962326206812876
1653580246808007e3,1653580246,806273937,-1.8658474158587603,3.4959846122843006
1653580246906092300,1653580246,905649185,-1.8427332088788508,3.0970474574929727
1653580247006689300,1653580247,6054401,-1.82541497590632,2.702542688590115
1653580247106681e3,1653580247,105845451,-1.813432638751867,2.3110508219632613
1653580247206915300,1653580247,206279277,-1.8063427081617534,1.9244964197299337
165358024730586e4,1653580247,305344820,-1.8059000350258114,1.5435985923437017
1653580247407070200,1653580247,406220436,-1.8126617643772787,1.1701157561487654
1653580247505976800,1653580247,505356788,-1.827141882915242,0.8002418631545476
1653580247607632600,1653580247,606760501,-1.8509030751939415,0.4380070719284215
1653580247706583800,1653580247,705972194,-1.8832243149281696,0.0795730442125523
1653580247806572e3,1653580247,806062221,-1.9255900987608823,-0.27324080717034843
1653580247906377700,1653580247,905799865,-1.9761145490384773,-0.6143614286381154
1653580248006013200,1653580248,5472421,-2.0362743078883967,-0.9511585979250833
1.6535802481051359e+18,1653580248,104675531,-2.094365612995142,-1.2480782717081822
1653580248205334e3,1653580248,204845428,-2.1502484532204034,-1.507600199305401
1653580248305851e3,1653580248,305357217,-2.225619674146345,-1.7866883076095497
1653580248412362800,1653580248,410901546,-2.3191385463368763,-2.0769665738890857
1653580248508401400,1653580248,507696390,-2.4294963333964863,-2.3682806080729706
1653580248607664600,1653580248,606654405,-2.555421039006328,-2.652100761486353
1653580248707794700,1653580248,706373691,-2.6956814051558635,-2.9236423386712795
1653580248808099e3,1653580248,806939363,-2.8490902180588167,-3.183856912979714
1653580248907134500,1653580248,906360864,-3.015597361083067,-3.4314828080054562
1653580249009436700,1653580249,8093833,-3.2005906085406517,-3.663168511966821
1653580249107918300,1653580249,106870889,-3.3971372642314845,-3.8823188630680328
1653580249207774700,1653580249,206707239,-3.6052155321717185,-4.088901023029079
1653580249307019500,1653580249,306203365,-3.8204348164001045,-4.28617304903766
1653580249407295500,1653580249,406367063,-4.0462822393891535,-4.467408723320437
1653580249505864200,1653580249,505370616,-4.283868752662363,-4.633908359086994
1653580249606202400,1653580249,605528593,-4.532055385576643,-4.786923215115192
1653580249707103e3,1653580249,706142663,-4.786489501611631,-4.922201047534406
1653580249806141200,1653580249,805515527,-5.0452457431741875,-5.03793101811513
1653580249907007e3,1653580249,906025171,-5.30760895026385,-5.129162813366085
1653580250007889700,1653580250,6238698,-5.574009629857966,-5.205437491801857
1653580250106189600,1653580250,105645656,-5.8459592522576305,-5.273609611395518
1653580250205799e3,1653580250,205291509,-6.122714646492746,-5.334700019400464
1653580250306874e3,1653580250,306033134,-6.400312280519822,-5.375487814292611
1653580250407402800,1653580250,406289577,-6.682659410754898,-5.411853387446951
1653580250506068e3,1653580250,505114316,-6.940747534514157,-5.434802975620131
1653580250604956200,1653580250,604555368,-7.1755977410209795,-5.4456550219431055
1653580250706141200,1653580250,705420732,-7.419887165810772,-5.424943026710727
1653580250810435e3,1653580250,808418273,-7.670693445454866,-5.375043402994856
1653580250905461800,1653580250,904597759,-7.897986387380218,-5.3189744211607985
1653580251006739e3,1653580251,6121635,-8.134520714276187,-5.244676989067985
1653580251105606e3,1653580251,104916810,-8.348004049410578,-5.166935731328437
1653580251206175200,1653580251,205651521,-8.566866063355354,-5.059355745061538
1653580251306053e3,1653580251,305525779,-8.78962583113103,-4.927565544458218
1653580251407033900,1653580251,406094551,-9.01051491233321,-4.774740279428942
1653580251506012200,1653580251,505512475,-9.229542907498884,-4.6039041812992405
1653580251607081200,1653580251,606352329,-9.443458927694058,-4.416837603464009
165358025170638e4,1653580251,705559015,-9.650300327261185,-4.215228906137634
165358025180679e4,1653580251,806143522,-9.849327513297304,-4.001764247419475
